id,exerciseId,rating,ratingELO,classExamId,correct
342,2145,0,198,1146,1
343,2151,0,198,1146,1
344,1722,0,201,1144,0
345,1748,0,197,1144,0
346,1772,0,197,1144,1
347,1835,0,197,1144,1
348,1844,0,199,1144,1
349,1910,0,201,1144,0
350,1923,0,201,1144,0
351,1927,0,196,1144,1
352,1972,0,197,1144,1
353,2000,0,201,1144,0
354,2042,0,201,1144,0
355,2044,0,194,1144,1
356,2046,0,197,1144,1
357,2060,0,201,1144,0
358,2091,0,197,1144,1
359,2129,0,198,1144,1
360,1714,0,202,1147,0
361,1758,0,198,1147,1
362,1771,0,204,1147,0
363,1812,0,204,1147,0
364,1815,0,202,1147,0
365,1858,0,204,1147,0
366,1869,0,202,1147,0
367,1874,0,204,1147,0
368,1913,0,197,1147,1
369,1923,0,198,1147,1
370,2016,0,199,1147,0
371,2123,0,197,1147,1
372,1817,0,203,1138,0
373,1831,0,197,1138,1
374,1840,0,199,1138,1
375,1850,0,198,1138,1
376,1852,0,196,1138,1
377,1872,0,199,1138,1
378,1887,0,196,1138,1
379,1912,0,189,1138,1
380,1981,0,197,1138,1
381,2014,0,203,1138,1
382,2015,0,194,1138,1
383,2016,0,196,1138,1
384,2506,0,202,1138,0
385,2032,0,206,1138,0
386,2051,0,194,1138,1
387,2090,0,196,1138,1
388,2119,0,195,1138,1
389,2230,0,204,1138,0
390,1725,0,197,1148,1
391,1737,0,195,1148,1
392,1787,0,197,1148,1
393,1810,0,204,1148,0
394,1823,0,197,1148,1
395,1875,0,197,1148,1
396,1905,0,198,1148,1
397,1915,0,198,1148,1
398,1917,0,198,1148,1
399,1961,0,199,1148,1
400,1963,0,198,1148,1
401,1995,0,198,1148,1
402,2019,0,198,1148,1
403,2030,0,198,1148,1
404,2035,0,198,1148,1
405,2062,0,198,1148,1
406,2070,0,198,1148,1
407,2158,0,192,1148,1
408,1755,0,203,1149,0
409,1804,0,198,1149,1
410,1811,0,198,1149,1
411,1824,0,200,1149,1
412,1837,0,202,1149,0
413,1864,0,202,1149,0
414,1885,0,198,1149,1
415,1906,0,199,1149,1
416,1955,0,195,1149,1
417,1968,0,198,1149,1
418,1973,0,198,1149,1
419,1981,0,195,1149,1
420,1998,0,198,1149,1
421,2004,0,198,1149,1
422,2020,0,198,1149,1
423,2048,0,199,1149,1
424,2081,0,198,1149,1
425,2101,0,199,1149,1
426,2118,0,198,1149,1
427,2137,0,198,1149,1
428,1780,0,198,1150,1
429,1793,0,199,1150,1
430,1810,0,207,1150,0
431,1821,0,198,1150,1
432,1838,0,198,1150,1
433,1847,0,198,1150,1
434,1851,0,196,1150,1
435,1854,0,198,1150,1
436,1921,0,198,1150,1
437,1961,0,197,1150,1
438,2005,0,195,1150,1
439,2502,0,200,1150,0
440,2035,0,196,1150,1
441,1778,0,203,1151,0
442,1790,0,205,1151,0
443,1885,0,196,1151,1
444,1894,0,199,1151,1
445,1897,0,195,1151,1
446,1908,0,203,1151,0
447,1914,0,198,1151,1
448,1923,0,196,1151,1
449,1958,0,203,1151,0
450,1977,0,200,1151,0
451,1993,0,198,1151,1
452,2005,0,193,1151,1
453,2010,0,198,1151,1
454,2016,0,194,1151,1
455,2019,0,196,1151,1
456,2030,0,196,1151,1
457,2089,0,199,1151,1
458,1783,0,198,1152,1
459,1793,0,197,1152,1
460,1803,0,203,1152,0
461,1823,0,195,1152,1
462,1827,0,198,1152,1
463,1855,0,194,1152,1
464,1860,0,198,1152,1
465,1891,0,198,1152,1
466,1928,0,198,1152,1
467,1933,0,197,1152,1
468,1957,0,198,1152,1
469,2504,0,198,1152,1
470,2093,0,198,1152,1
471,2097,0,198,1152,1
472,2103,0,198,1152,1
473,2120,0,199,1152,1
474,2122,0,198,1152,1
475,2133,0,198,1152,1
476,2158,0,191,1152,1
477,1743,0,202,1145,0
478,1787,0,194,1145,1
479,1788,0,197,1145,1
480,1803,0,204,1145,0
481,1816,0,197,1145,1
482,1836,0,197,1145,1
483,1884,0,197,1145,1
484,1887,0,193,1145,1
485,1905,0,195,1145,1
486,1915,0,195,1145,1
487,1922,0,198,1145,1
488,1932,0,197,1145,1
489,1934,0,194,1145,1
490,1946,0,197,1145,1
491,1954,0,199,1145,0
492,1970,0,197,1145,1
493,2040,0,198,1145,1
494,2145,0,195,1145,1
495,2146,0,198,1145,1
496,2160,0,197,1145,1
497,1776,0,198,1153,1
498,1781,0,200,1153,1
499,1783,0,197,1153,1
500,1790,0,208,1153,0
501,1796,0,203,1153,0
502,1878,0,198,1153,1
503,1943,0,198,1153,1
504,2050,0,198,1153,1
505,2053,0,198,1153,1
506,2069,0,198,1153,1
507,2119,0,194,1153,1
508,2125,0,198,1153,1
509,2131,0,198,1153,1
510,1766,0,199,1154,1
511,1767,0,199,1154,1
512,1781,0,199,1154,1
513,1782,0,199,1154,1
514,1801,0,199,1154,1
515,1827,0,197,1154,1
516,1845,0,203,1154,0
517,1867,0,198,1154,1
518,1875,0,196,1154,1
519,1892,0,198,1154,1
520,1908,0,206,1154,0
521,1923,0,194,1154,1
522,1932,0,195,1154,1
523,1966,0,198,1154,1
524,1969,0,196,1154,1
525,2038,0,198,1154,1
526,2053,0,197,1154,1
527,2102,0,198,1154,1
528,2149,0,199,1154,1
529,1711,0,199,1156,1
530,1714,0,205,1156,0
531,1771,0,207,1156,0
532,1799,0,198,1156,1
533,1825,0,194,1156,1
534,1836,0,200,1156,0
535,1846,0,198,1156,1
536,1857,0,198,1156,1
537,1875,0,194,1156,1
538,1876,0,198,1156,1
539,1903,0,198,1156,1
540,1950,0,198,1156,1
541,1990,0,199,1156,1
542,2012,0,198,1156,1
543,2041,0,198,1156,1
544,2050,0,197,1156,1
545,2069,0,197,1156,1
546,2077,0,198,1156,1
547,1720,0,203,1157,0
548,1732,0,203,1157,0
549,1763,0,198,1157,1
550,1776,0,196,1157,1
551,1780,0,196,1157,1
552,1785,0,200,1157,1
553,1894,0,197,1157,1
554,1937,0,198,1157,1
555,1973,0,197,1157,1
556,1990,0,197,1157,1
557,2021,0,198,1157,1
558,2040,0,197,1157,1
559,2085,0,199,1157,1
560,2088,0,199,1157,1
561,2092,0,199,1157,1
562,2104,0,205,1157,0
563,2156,0,198,1157,1
564,2226,0,203,1157,0
565,1733,0,198,1155,1
566,1776,0,194,1155,1
567,1796,0,200,1155,1
568,1806,0,198,1155,1
569,1809,0,198,1155,1
570,1822,0,198,1155,1
571,1872,0,197,1155,1
572,1942,0,198,1155,1
573,1963,0,196,1155,1
574,1995,0,196,1155,1
575,2506,0,200,1155,1
576,2043,0,198,1155,1
577,2070,0,196,1155,1
578,2081,0,196,1155,1
579,2136,0,198,1155,1
580,2153,0,198,1155,1
581,2154,0,198,1155,1
582,1738,0,200,1158,1
583,1740,0,198,1158,1
584,1757,0,203,1158,0
585,1772,0,195,1158,1
586,1806,0,196,1158,1
587,1813,0,203,1158,0
588,1880,0,198,1158,1
589,1883,0,198,1158,1
590,1898,0,198,1158,1
591,1900,0,198,1158,1
592,1945,0,198,1158,1
593,1991,0,198,1158,1
594,2049,0,198,1158,1
595,2062,0,196,1158,1
596,2065,0,198,1158,1
597,2068,0,198,1158,1
598,2106,0,198,1158,1
599,2115,0,199,1158,1
600,2119,0,193,1158,1
601,2127,0,197,1158,1
602,1777,0,204,1159,0
603,1853,0,198,1159,1
604,1868,0,200,1159,1
605,1879,0,198,1159,1
606,1937,0,197,1159,1
607,1975,0,198,1159,1
608,1982,0,201,1159,1
609,1993,0,197,1159,1
610,2504,0,197,1159,1
611,2032,0,204,1159,1
612,2085,0,198,1159,1
613,2109,0,199,1159,1
614,2131,0,197,1159,1
615,1725,0,196,1160,1
616,1734,0,199,1160,1
617,1738,0,199,1160,1
618,1831,0,196,1160,1
619,1832,0,199,1160,1
620,1838,0,197,1160,1
621,1888,0,203,1160,0
622,1899,0,198,1160,1
623,1933,0,196,1160,1
624,1939,0,198,1160,1
625,1986,0,200,1160,1
626,2003,0,200,1160,1
627,2011,0,200,1160,1
628,2012,0,197,1160,1
629,2038,0,197,1160,1
630,1743,0,205,1161,0
631,1765,0,198,1161,1
632,1784,0,196,1161,1
633,1804,0,197,1161,1
634,1835,0,196,1161,1
635,1858,0,207,1161,0
636,1888,0,206,1161,0
637,1927,0,194,1161,1
638,1985,0,198,1161,1
639,2008,0,198,1161,1
640,2035,0,194,1161,1
641,2039,0,198,1161,1
642,2074,0,198,1161,1
643,2089,0,197,1161,1
644,2094,0,198,1161,1
645,2141,0,197,1161,1
646,1733,0,197,1162,1
647,1755,0,206,1162,0
648,1783,0,195,1162,1
649,1808,0,203,1162,0
650,1822,0,196,1162,1
651,1882,0,198,1162,1
652,1909,0,198,1162,1
653,1914,0,196,1162,1
654,1946,0,195,1162,1
655,1970,0,195,1162,1
656,1992,0,198,1162,1
657,2003,0,198,1162,1
658,2009,0,198,1162,1
659,2016,0,193,1162,1
660,2045,0,199,1162,1
661,2063,0,199,1162,1
662,2078,0,199,1162,1
663,2121,0,199,1162,1
664,2134,0,199,1162,1
665,1722,0,204,1163,0
666,1747,0,203,1163,0
667,1768,0,198,1163,1
668,1799,0,196,1163,1
669,1819,0,203,1163,0
670,1874,0,207,1163,0
671,1899,0,196,1163,1
672,1903,0,196,1163,1
673,2506,0,198,1163,1
674,2044,0,192,1163,1
675,2047,0,198,1163,1
676,2052,0,198,1163,1
677,2060,0,199,1163,1
678,2084,0,198,1163,1
679,2111,0,198,1163,1
680,2133,0,196,1163,1
681,2159,0,198,1163,1
682,1734,0,197,1164,1
683,1740,0,197,1164,1
684,1743,0,208,1164,0
685,1821,0,196,1164,1
686,1834,0,198,1164,1
687,1852,0,195,1164,1
688,1859,0,198,1164,1
689,1895,0,203,1164,0
690,1901,0,196,1164,1
691,1973,0,195,1164,1
692,1974,0,195,1164,1
693,1979,0,198,1164,1
694,2505,0,198,1164,1
695,2031,0,196,1164,1
696,2040,0,196,1164,1
697,2047,0,197,1164,1
698,2048,0,197,1164,1
699,2051,0,193,1164,1
700,2089,0,196,1164,1
701,2126,0,198,1164,1
702,2127,0,196,1164,1
703,1728,0,196,1165,1
704,1731,0,196,1165,1
705,1746,0,199,1165,1
706,1777,0,207,1165,0
707,1799,0,195,1165,1
708,1884,0,195,1165,1
709,1916,0,196,1165,1
710,1931,0,198,1165,1
711,1942,0,197,1165,1
712,1945,0,197,1165,1
713,1948,0,196,1165,1
714,2018,0,197,1165,1
715,2034,0,198,1165,1
716,2073,0,199,1165,1
717,2075,0,199,1165,1
718,2116,0,199,1165,1
719,2149,0,198,1165,1
720,1728,0,195,1166,1
721,1736,0,199,1166,1
722,1783,0,194,1166,1
723,1799,0,194,1166,1
724,1809,0,201,1166,0
725,1895,0,206,1166,0
726,1921,0,196,1166,1
727,1925,0,195,1166,1
728,1938,0,198,1166,1
729,1973,0,194,1166,1
730,1981,0,194,1166,1
731,1999,0,198,1166,1
732,2003,0,196,1166,1
733,2010,0,196,1166,1
734,2043,0,197,1166,1
735,2057,0,198,1166,1
736,2087,0,198,1166,1
737,2118,0,197,1166,1
738,2127,0,195,1166,1
739,1735,0,199,1167,1
740,1771,0,210,1167,0
741,1772,0,194,1167,1
742,1779,0,196,1167,1
743,1806,0,195,1167,1
744,1824,0,198,1167,1
745,1861,0,197,1167,1
746,1900,0,197,1167,1
747,1922,0,197,1167,1
748,1923,0,193,1167,1
749,1977,0,198,1167,1
750,1990,0,196,1167,1
751,2048,0,196,1167,1
752,2059,0,198,1167,1
753,2127,0,194,1167,1
754,1716,0,203,1168,0
755,1717,0,203,1168,0
756,1778,0,206,1168,0
757,1791,0,195,1168,1
758,1809,0,204,1168,0
759,1860,0,196,1168,1
760,1872,0,195,1168,1
761,1905,0,193,1168,1
762,1928,0,196,1168,1
763,2021,0,196,1168,1
764,2068,0,196,1168,1
765,2086,0,196,1168,1
766,2091,0,195,1168,1
767,2099,0,198,1168,1
768,2102,0,196,1168,1
769,2127,0,193,1168,1
770,2128,0,198,1168,1
771,1735,0,197,1169,1
772,1759,0,198,1169,1
773,1766,0,197,1169,1
774,1775,0,198,1169,1
775,1776,0,193,1169,1
776,1799,0,193,1169,1
777,1803,0,207,1169,0
778,1870,0,205,1169,0
779,1922,0,195,1169,1
780,1946,0,193,1169,1
781,1969,0,194,1169,1
782,1995,0,194,1169,1
783,2006,0,198,1169,1
784,2034,0,196,1169,1
785,2068,0,195,1169,1
786,2074,0,197,1169,1
787,2086,0,195,1169,1
788,2099,0,197,1169,1
789,2110,0,198,1169,1
790,1716,0,206,1170,0
791,1739,0,198,1170,1
792,1782,0,197,1170,1
793,1792,0,200,1170,1
794,1827,0,196,1170,1
795,1893,0,198,1170,1
796,1903,0,195,1170,1
797,1938,0,197,1170,1
798,1939,0,197,1170,1
799,1954,0,198,1170,1
800,1966,0,197,1170,1
801,1981,0,193,1170,1
802,1998,0,197,1170,1
803,2021,0,195,1170,1
804,2038,0,196,1170,1
805,2053,0,196,1170,1
806,2079,0,198,1170,1
807,2091,0,194,1170,1
808,2095,0,199,1170,1
809,2106,0,197,1170,1
810,2135,0,199,1170,1
811,2144,0,199,1170,1
812,1738,0,198,1171,1
813,1763,0,197,1171,1
814,1780,0,195,1171,1
815,1811,0,197,1171,1
816,1823,0,194,1171,1
817,1827,0,195,1171,1
818,1830,0,203,1171,0
819,1833,0,198,1171,1
820,1864,0,205,1171,0
821,1871,0,203,1171,0
822,1962,0,198,1171,1
823,1999,0,196,1171,1
824,2005,0,191,1171,1
825,2037,0,195,1171,1
826,2084,0,196,1171,1
827,2094,0,196,1171,1
828,2155,0,200,1171,0
829,1741,0,203,1172,0
830,1790,0,210,1172,0
831,1812,0,206,1172,0
832,1828,0,195,1172,1
833,1831,0,194,1172,1
834,1894,0,195,1172,1
835,1902,0,198,1172,1
836,1903,0,193,1172,1
837,1929,0,198,1172,1
838,1933,0,194,1172,1
839,1939,0,195,1172,1
840,1967,0,200,1172,0
841,1968,0,196,1172,1
842,1975,0,196,1172,1
843,2005,0,189,1172,1
844,2035,0,192,1172,1
845,2107,0,200,1172,1
846,2111,0,196,1172,1
847,2146,0,196,1172,1
848,1710,0,203,1174,0
849,1736,0,197,1174,1
850,1766,0,195,1174,1
851,1783,0,192,1174,1
852,1810,0,210,1174,0
853,1832,0,197,1174,1
854,1943,0,196,1174,1
855,1955,0,193,1174,1
856,1994,0,198,1174,1
857,1996,0,198,1174,1
858,2016,0,191,1174,1
859,2050,0,195,1174,1
860,2063,0,197,1174,1
861,2066,0,198,1174,1
862,2075,0,197,1174,1
863,2104,0,203,1174,1
864,2139,0,198,1174,1
865,1780,0,194,1175,1
866,1784,0,195,1175,1
867,1785,0,198,1175,1
868,1886,0,203,1175,0
869,1906,0,197,1175,1
870,1926,0,198,1175,1
871,1928,0,195,1175,1
872,1929,0,197,1175,1
873,1933,0,193,1175,1
874,1941,0,198,1175,1
875,1957,0,197,1175,1
876,1969,0,193,1175,1
877,2007,0,200,1175,1
878,2014,0,201,1175,1
879,2020,0,197,1175,1
880,2502,0,199,1175,1
881,2083,0,196,1175,1
882,2087,0,197,1175,1
883,2092,0,202,1175,0
884,2153,0,196,1175,1
885,1781,0,196,1173,1
886,1791,0,197,1173,0
887,1797,0,202,1173,0
888,1798,0,197,1173,1
889,1836,0,197,1173,1
890,1847,0,195,1173,1
891,1848,0,199,1173,1
892,1868,0,197,1173,1
893,1896,0,196,1173,1
894,1918,0,198,1173,1
895,1919,0,198,1173,1
896,1927,0,192,1173,1
897,1929,0,195,1173,1
898,1953,0,198,1173,1
899,1988,0,195,1173,1
900,2154,0,196,1173,1
901,2157,0,198,1173,1
902,1729,0,198,1176,1
903,1741,0,201,1176,1
904,1789,0,199,1176,1
905,1822,0,195,1176,1
906,1856,0,199,1176,1
907,1859,0,197,1176,1
908,1875,0,193,1176,1
909,1882,0,197,1176,1
910,1907,0,199,1176,1
911,1920,0,200,1176,1
912,1939,0,194,1176,1
913,1943,0,195,1176,1
914,1944,0,200,1176,1
915,1978,0,199,1176,1
916,1985,0,197,1176,1
917,1993,0,196,1176,1
918,2050,0,194,1176,1
919,2104,0,201,1176,1
920,2109,0,198,1176,1
921,2115,0,198,1176,1
922,1716,0,203,1178,1
923,1767,0,201,1178,0
924,1898,0,195,1178,1
925,1917,0,200,1178,0
926,1924,0,197,1178,1
927,2502,0,196,1178,1
928,2028,0,197,1178,1
929,2063,0,199,1178,0
930,2108,0,197,1178,1
931,2135,0,196,1178,1
932,1789,0,196,1179,1
933,1827,0,193,1179,1
934,1829,0,199,1179,1
935,1856,0,197,1179,1
936,1878,0,196,1179,1
937,1883,0,196,1179,1
938,1885,0,194,1179,1
939,1892,0,196,1179,1
940,1925,0,193,1179,1
941,1932,0,193,1179,1
942,1959,0,198,1179,1
943,1966,0,195,1179,1
944,2503,0,199,1179,1
945,2029,0,198,1179,1
946,2100,0,196,1179,1
947,1751,0,197,1177,1
948,1810,0,211,1177,0
949,1828,0,192,1177,1
950,1856,0,194,1177,1
951,1890,0,202,1177,0
952,1892,0,198,1177,0
953,1936,0,197,1177,1
954,1943,0,192,1177,1
955,1976,0,197,1177,1
956,1990,0,194,1177,1
957,1998,0,195,1177,1
958,2002,0,197,1177,1
959,2003,0,198,1177,0
960,2065,0,200,1177,0
961,2082,0,202,1177,0
962,2086,0,197,1177,0
963,2158,0,188,1177,1
964,2159,0,200,1177,0
965,1726,0,192,1181,1
966,1748,0,195,1181,1
967,1779,0,194,1181,1
968,1835,0,199,1181,0
969,1858,0,209,1181,0
970,1870,0,203,1181,1
971,1923,0,191,1181,1
972,1969,0,191,1181,1
973,1979,0,196,1181,1
974,1986,0,198,1181,1
975,2005,0,187,1181,1
976,2006,0,196,1181,1
977,2079,0,196,1181,1
978,2098,0,198,1181,1
979,2099,0,195,1181,1
980,2103,0,196,1181,1
981,1712,0,203,1180,0
982,1726,0,189,1180,1
983,1732,0,200,1180,1
984,1741,0,198,1180,1
985,1773,0,204,1180,0
986,1815,0,203,1180,0
987,1836,0,194,1180,1
988,1862,0,198,1180,1
989,1886,0,200,1180,1
990,1890,0,199,1180,1
991,1929,0,192,1180,1
992,1932,0,191,1180,1
993,1993,0,194,1180,1
994,2010,0,194,1180,1
995,2045,0,201,1180,0
996,2052,0,195,1180,1
997,2065,0,197,1180,1
998,2117,0,198,1180,1
999,2149,0,196,1180,1
1000,2156,0,200,1180,0
1001,1715,0,197,1183,1
1002,1720,0,200,1183,1
1003,1729,0,196,1183,1
1004,2042,0,199,1183,1
1005,2109,0,196,1183,1
1006,1725,0,194,1182,1
1007,1747,0,201,1182,1
1008,1769,0,198,1182,1
1009,1842,0,198,1182,1
1010,1845,0,206,1182,0
1011,1869,0,205,1182,0
1012,1950,0,196,1182,1
1013,1957,0,195,1182,1
1014,1968,0,194,1182,1
1015,1999,0,194,1182,1
1016,2000,0,199,1182,1
1017,2043,0,195,1182,1
1018,2069,0,195,1182,1
1019,2078,0,197,1182,1
1020,2085,0,196,1182,1
1021,2096,0,195,1182,1
1022,2130,0,203,1182,0
1023,1715,0,195,1184,1
1024,1720,0,198,1184,1
1025,1729,0,194,1184,1
1026,2042,0,197,1184,1
1027,2109,0,194,1184,1
1028,1744,0,198,1185,1
1029,1746,0,197,1185,1
1030,1752,0,198,1185,1
1031,1768,0,196,1185,1
1032,1796,0,198,1185,1
1033,1808,0,201,1185,1
1034,1897,0,194,1185,1
1035,1908,0,204,1185,1
1036,1977,0,196,1185,1
1037,1985,0,200,1185,0
1038,1987,0,203,1185,0
1039,2068,0,198,1185,0
1040,2115,0,196,1185,1
1041,2145,0,193,1185,1
1042,2148,0,203,1185,0
1043,2152,0,198,1185,1
1044,1724,0,195,1186,1
1045,1744,0,196,1186,1
1046,1745,0,200,1186,1
1047,1746,0,195,1186,1
1048,1752,0,196,1186,1
1049,1796,0,196,1186,1
1050,1849,0,198,1186,1
1051,1857,0,196,1186,1
1052,1908,0,202,1186,1
1053,1967,0,198,1186,1
1054,1985,0,198,1186,1
1055,1995,0,193,1186,1
1056,2068,0,196,1186,1
1057,2115,0,195,1186,1
1058,2143,0,198,1186,1
1059,2145,0,192,1186,1
1060,2152,0,196,1186,1
1061,1716,0,206,1187,0
1062,1743,0,206,1187,1
1063,1767,0,204,1187,0
1064,1788,0,200,1187,0
1065,1891,0,196,1187,1
1066,1898,0,193,1187,1
1067,1916,0,194,1187,1
1068,1917,0,198,1187,1
1069,1924,0,195,1187,1
1070,2028,0,195,1187,1
1071,2063,0,202,1187,0
1072,2108,0,195,1187,1
1073,2135,0,194,1187,1
1074,1734,0,193,1188,1
1075,1742,0,196,1188,1
1076,1745,0,196,1188,1
1077,1803,0,208,1188,0
1078,1815,0,199,1188,1
1079,1835,0,196,1188,1
1080,1841,0,194,1188,1
1081,1862,0,195,1188,1
1082,1890,0,200,1188,0
1083,1892,0,195,1188,1
1084,1919,0,195,1188,1
1085,1978,0,196,1188,1
1086,2004,0,195,1188,1
1087,2039,0,195,1188,1
1088,2077,0,195,1188,1
1089,2123,0,199,1188,0
1090,2127,0,190,1188,1
1091,2135,0,191,1188,1
1092,2153,0,193,1188,1
1093,1712,0,200,1189,1
1094,1735,0,194,1189,1
1095,1768,0,194,1189,1
1096,1838,0,195,1189,1
1097,1887,0,191,1189,1
1098,1959,0,196,1189,1
1099,1973,0,192,1189,1
1100,1981,0,191,1189,1
1101,1989,0,198,1189,1
1102,2040,0,194,1189,1
1103,2050,0,192,1189,1
1104,2079,0,198,1189,0
1105,2097,0,196,1189,1
1106,2121,0,197,1189,1
1107,2124,0,198,1189,1
1108,2129,0,200,1189,0
1109,2159,0,198,1189,1
1110,2226,0,201,1189,1
1111,1723,0,197,1190,1
1112,1733,0,194,1190,1
1113,1820,0,197,1190,1
1114,1875,0,191,1190,1
1115,1930,0,197,1190,1
1116,1936,0,194,1190,1
1117,1947,0,197,1190,1
1118,1965,0,198,1190,1
1119,1975,0,194,1190,1
1120,1984,0,198,1190,1
1121,1994,0,196,1190,1
1122,2018,0,199,1190,0
1123,2046,0,195,1190,1
1124,2056,0,195,1190,1
1125,2064,0,202,1190,0
1126,2066,0,200,1190,0
1127,2075,0,195,1190,1
1128,2084,0,194,1190,1
1129,2144,0,197,1190,1
1130,1789,0,194,1191,1
1131,1827,0,191,1191,1
1132,1829,0,197,1191,1
1133,1856,0,193,1191,1
1134,1878,0,199,1191,0
1135,1883,0,194,1191,1
1136,1885,0,192,1191,1
1137,1892,0,193,1191,1
1138,1925,0,192,1191,1
1139,1932,0,190,1191,1
1140,1959,0,194,1191,1
1141,1966,0,193,1191,1
