id,userId,groupId,rating,classExamId
95,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,175,1207
96,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,176,1208
97,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,172,1209
98,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,177,1210
99,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,183,1211
100,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,199,1212
101,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,205,1213
102,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,202,1214
103,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,204,1215
104,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,201,1216
105,368e486a-a9e0-4121-9261-42a8384332a0,7,204,1220
106,8f11548b-3f90-4174-8ff2-989d3d51223c,7,207,1219
107,368e486a-a9e0-4121-9261-42a8384332a0,7,180,1217
108,368e486a-a9e0-4121-9261-42a8384332a0,7,162,1218
109,8f11548b-3f90-4174-8ff2-989d3d51223c,7,208,1221
110,a43e9084-4b8e-48e3-9b3b-8f3eec639ca4,7,204,1223
111,0d619879-ca91-440a-9261-0519b9dd258a,7,235,1222
112,a43e9084-4b8e-48e3-9b3b-8f3eec639ca4,7,201,1224
113,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,202,1226
114,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,208,1227
115,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,210,1229
116,a43e9084-4b8e-48e3-9b3b-8f3eec639ca4,7,202,1228
117,a43e9084-4b8e-48e3-9b3b-8f3eec639ca4,7,208,1231
118,0d619879-ca91-440a-9261-0519b9dd258a,7,237,1230
119,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,219,1234
120,0d619879-ca91-440a-9261-0519b9dd258a,7,235,1233
121,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,217,1235
122,ee27b154-1e25-433a-b7a0-0933f38ef301,7,198,1232
123,0d619879-ca91-440a-9261-0519b9dd258a,7,235,1236
124,0d619879-ca91-440a-9261-0519b9dd258a,7,235,1237
125,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,234,1240
126,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1242
127,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1243
128,ee27b154-1e25-433a-b7a0-0933f38ef301,7,201,1239
129,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,211,1245
130,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,221,1246
131,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1247
132,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,232,1248
133,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,233,1250
134,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,233,1251
135,0d619879-ca91-440a-9261-0519b9dd258a,7,232,1238
136,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,224,1252
137,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,225,1253
138,cce5feab-14e5-4fec-99c5-141fe27d01ea,7,217,1256
139,0d619879-ca91-440a-9261-0519b9dd258a,7,233,1254
140,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,207,1260
141,69e7f01e-749a-4839-be99-0ace27c735d8,7,193,1259
142,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,201,1261
143,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,204,1263
144,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1264
145,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,234,1267
146,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,208,1266
147,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,209,1269
148,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1268
149,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,209,1270
150,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1271
151,0d619879-ca91-440a-9261-0519b9dd258a,7,230,1262
152,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,225,1273
153,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,221,1275
154,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,228,1276
155,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,226,1277
156,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,229,1278
157,0d619879-ca91-440a-9261-0519b9dd258a,7,230,1274
158,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1279
159,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,227,1280
160,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,235,1282
161,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1284
162,0d619879-ca91-440a-9261-0519b9dd258a,7,232,1281
163,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,232,1285
164,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,226,1286
165,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1288
166,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,227,1289
167,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,230,1290
168,0d619879-ca91-440a-9261-0519b9dd258a,7,230,1287
169,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,228,1291
170,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,223,1292
171,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,227,1293
172,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,216,1294
173,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,227,1295
174,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,220,1297
175,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,233,1298
176,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,218,1299
177,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,229,1300
178,0d619879-ca91-440a-9261-0519b9dd258a,7,231,1296
179,734d59b4-2906-4aab-8a53-a626d028ebf7,7,157,1283
180,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,212,1302
181,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,228,1301
182,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1304
183,b2eae83c-b397-459c-b0aa-93c493faefb9,7,158,1258
184,b2eae83c-b397-459c-b0aa-93c493faefb9,7,141,1257
185,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,225,1305
186,91f7ee49-8749-4f3e-b1c6-a4c66ab63c30,7,231,1306
187,4a6a28de-c424-49aa-9c46-a87356c68a64,7,222,1307
188,32f5bddf-d4f0-4f15-83e5-ffb2a0aa95d3,7,198,1310
189,84a9b073-37be-457c-82e8-4c2820f84c7a,7,197,1314
190,0d619879-ca91-440a-9261-0519b9dd258a,7,231,1311
191,32f5bddf-d4f0-4f15-83e5-ffb2a0aa95d3,7,186,1309
192,0d619879-ca91-440a-9261-0519b9dd258a,7,233,1316
193,84a9b073-37be-457c-82e8-4c2820f84c7a,7,207,1315
194,0d619879-ca91-440a-9261-0519b9dd258a,7,231,1317
195,0d619879-ca91-440a-9261-0519b9dd258a,7,227,1318
196,7de4f4d4-e44c-45eb-b3c0-5a3f8f3a566d,7,206,1319
197,7de4f4d4-e44c-45eb-b3c0-5a3f8f3a566d,7,203,1324
198,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,189,1323
199,0d619879-ca91-440a-9261-0519b9dd258a,7,224,1325
200,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,178,1327
201,7de4f4d4-e44c-45eb-b3c0-5a3f8f3a566d,7,213,1326
202,7de4f4d4-e44c-45eb-b3c0-5a3f8f3a566d,7,213,1326
203,4a6a28de-c424-49aa-9c46-a87356c68a64,7,209,1308
204,0d619879-ca91-440a-9261-0519b9dd258a,7,228,1328
205,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,187,1329
206,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,187,1321
207,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,192,1331
208,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,195,1333
209,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,168,1320
210,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,194,1334
211,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,199,1335
212,ee27b154-1e25-433a-b7a0-0933f38ef301,7,192,1332
213,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,197,1336
214,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,195,1338
215,ee27b154-1e25-433a-b7a0-0933f38ef301,7,186,1337
216,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,158,1322
217,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,174,1339
218,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,187,1340
219,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,190,1341
220,a96fd13e-b5cc-4f03-b76e-88ab334199ec,7,207,1342
221,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,201,1343
222,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,202,1344
223,7de4f4d4-e44c-45eb-b3c0-5a3f8f3a566d,7,210,1330
224,5445df03-3ff5-4017-a361-24187bb3033f,7,211,1346
225,3efdbc9f-5a81-45da-8804-3945d2764747,7,182,1348
226,3efdbc9f-5a81-45da-8804-3945d2764747,7,182,1348
227,3efdbc9f-5a81-45da-8804-3945d2764747,7,165,1347
228,3efdbc9f-5a81-45da-8804-3945d2764747,7,162,1349
229,3efdbc9f-5a81-45da-8804-3945d2764747,7,162,1349
230,3efdbc9f-5a81-45da-8804-3945d2764747,7,176,1350
231,a2530de3-b85d-440c-88fa-b3117792dcd0,7,203,1351
232,a2530de3-b85d-440c-88fa-b3117792dcd0,7,194,1352
233,a2530de3-b85d-440c-88fa-b3117792dcd0,7,196,1353
234,a2530de3-b85d-440c-88fa-b3117792dcd0,7,198,1354
235,3efdbc9f-5a81-45da-8804-3945d2764747,7,187,1355
236,a2530de3-b85d-440c-88fa-b3117792dcd0,7,203,1356
237,a2530de3-b85d-440c-88fa-b3117792dcd0,7,203,1357
238,a2530de3-b85d-440c-88fa-b3117792dcd0,7,206,1358
239,52eb13a0-32a1-4e86-8152-1683a4f9d5e6,7,189,1359
240,a2530de3-b85d-440c-88fa-b3117792dcd0,7,211,1361
241,a2530de3-b85d-440c-88fa-b3117792dcd0,7,214,1362
242,52eb13a0-32a1-4e86-8152-1683a4f9d5e6,7,157,1360
243,3efdbc9f-5a81-45da-8804-3945d2764747,7,197,1364
244,a2530de3-b85d-440c-88fa-b3117792dcd0,7,206,1363
245,a2530de3-b85d-440c-88fa-b3117792dcd0,7,169,1365
246,a2530de3-b85d-440c-88fa-b3117792dcd0,7,184,1366
247,a2530de3-b85d-440c-88fa-b3117792dcd0,7,193,1367
248,a2530de3-b85d-440c-88fa-b3117792dcd0,7,203,1368
249,3efdbc9f-5a81-45da-8804-3945d2764747,7,190,1369
250,a2530de3-b85d-440c-88fa-b3117792dcd0,7,213,1370
251,a2530de3-b85d-440c-88fa-b3117792dcd0,7,212,1371
252,a2530de3-b85d-440c-88fa-b3117792dcd0,7,206,1372
253,a2530de3-b85d-440c-88fa-b3117792dcd0,7,199,1373
254,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,170,1374
255,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,173,1375
256,a2530de3-b85d-440c-88fa-b3117792dcd0,7,197,1376
257,3efdbc9f-5a81-45da-8804-3945d2764747,7,197,1377
258,a2530de3-b85d-440c-88fa-b3117792dcd0,7,204,1378
259,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,189,1379
260,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,189,1380
261,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,199,1381
262,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,190,1382
263,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,191,1383
264,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,193,1384
265,3efdbc9f-5a81-45da-8804-3945d2764747,7,199,1385
266,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,197,1386
267,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,194,1387
268,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,199,1388
269,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,200,1389
270,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,204,1390
271,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,212,1391
272,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,207,1392
273,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,210,1393
274,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,210,1394
275,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,217,1395
276,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,222,1396
277,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,220,1397
278,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,214,1398
279,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,213,1399
280,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,208,1400
281,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,212,1401
282,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,214,1403
283,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,218,1404
284,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,217,1405
285,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,221,1406
286,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,219,1407
287,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,204,1408
288,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,203,1409
289,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,203,1410
290,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,197,1411
291,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,198,1412
292,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,204,1413
293,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,204,1414
294,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,202,1415
295,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,190,1416
296,a2530de3-b85d-440c-88fa-b3117792dcd0,7,204,1402
297,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,195,1417
298,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,204,1418
299,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,197,1419
300,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,190,1420
301,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,195,1421
302,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,202,1423
303,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,199,1424
304,67d15eaa-f04d-419f-99f5-fdc18ec37dff,7,208,1425
305,a2530de3-b85d-440c-88fa-b3117792dcd0,7,201,1422
306,a2530de3-b85d-440c-88fa-b3117792dcd0,7,209,1426
307,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,177,1427
308,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,183,1429
309,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,178,1430
310,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,169,1431
311,84a9b073-37be-457c-82e8-4c2820f84c7a,7,198,1432
312,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,171,1433
313,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,162,1428
314,a2530de3-b85d-440c-88fa-b3117792dcd0,7,207,1434
315,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,164,1444
316,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,169,1445
317,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,167,1446
318,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,161,1447
319,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,168,1448
320,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,169,1449
321,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,174,1450
322,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,166,1451
323,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,173,1452
324,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,178,1453
325,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,184,1455
326,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,191,1456
327,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,192,1457
328,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,193,1458
329,a2530de3-b85d-440c-88fa-b3117792dcd0,7,200,1454
330,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,198,1459
331,a1f6f1c7-8464-43c3-bc4e-ada7f456585a,7,196,1443
332,a1f6f1c7-8464-43c3-bc4e-ada7f456585a,7,151,1442
333,a2530de3-b85d-440c-88fa-b3117792dcd0,7,204,1460
334,a2530de3-b85d-440c-88fa-b3117792dcd0,7,216,1461
335,a2530de3-b85d-440c-88fa-b3117792dcd0,7,201,1462
336,a2530de3-b85d-440c-88fa-b3117792dcd0,7,196,1463
337,f9d6a7fa-b4df-46d5-9602-99666a952e55,7,200,1464
338,f9d6a7fa-b4df-46d5-9602-99666a952e55,7,185,1465
339,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,198,1468
340,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,198,1469
341,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,201,1470
342,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,197,1471
343,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,201,1472
344,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,199,1473
345,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,206,1474
346,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,208,1475
347,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,209,1476
348,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,206,1477
349,a2530de3-b85d-440c-88fa-b3117792dcd0,7,206,1478
350,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,193,1480
351,a2530de3-b85d-440c-88fa-b3117792dcd0,7,205,1479
352,a1f6f1c7-8464-43c3-bc4e-ada7f456585a,7,163,1481
353,3323d160-75fa-4768-8ea3-eb19ed6bf3ed,7,189,1482
354,3323d160-75fa-4768-8ea3-eb19ed6bf3ed,7,189,1482
355,3323d160-75fa-4768-8ea3-eb19ed6bf3ed,7,192,1483
356,a1f6f1c7-8464-43c3-bc4e-ada7f456585a,7,178,1484
357,3323d160-75fa-4768-8ea3-eb19ed6bf3ed,7,183,1485
358,3323d160-75fa-4768-8ea3-eb19ed6bf3ed,7,185,1485
359,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,196,1486
360,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,196,1487
361,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,195,1489
362,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,189,1490
363,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,183,1492
364,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,188,1493
365,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,191,1494
366,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,181,1488
367,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,170,1491
368,1c69577b-6621-4a4e-8f60-77fa1f243ea2,7,164,1495
369,a2530de3-b85d-440c-88fa-b3117792dcd0,7,214,1496
370,a2530de3-b85d-440c-88fa-b3117792dcd0,7,215,1497
371,a2530de3-b85d-440c-88fa-b3117792dcd0,7,223,1498
372,a1f6f1c7-8464-43c3-bc4e-ada7f456585a,7,181,1499
373,a2530de3-b85d-440c-88fa-b3117792dcd0,7,221,1500
374,a2530de3-b85d-440c-88fa-b3117792dcd0,7,216,1502
375,3efdbc9f-5a81-45da-8804-3945d2764747,7,194,1501
376,a2530de3-b85d-440c-88fa-b3117792dcd0,7,221,1503
377,3efdbc9f-5a81-45da-8804-3945d2764747,7,178,1504
378,a2530de3-b85d-440c-88fa-b3117792dcd0,7,215,1505
379,a2530de3-b85d-440c-88fa-b3117792dcd0,7,206,1506
